"category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","gene_set_db","cluster","direction","cluster_dir","Pathway","logp"
NA,NA,"GO:0002445","type II hypersensitivity","3/97","13/15173",6.91508713399266e-05,0.000754742932645937,0.000582712380500254,"14972/14964/15040",3,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","type II hypersensitivity [GO_BP]",3.12220094498554
NA,NA,"GO:0002892","regulation of type II hypersensitivity","3/97","13/15173",6.91508713399266e-05,0.000754742932645937,0.000582712380500254,"14972/14964/15040",3,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of type II hypersensitivity [GO_BP]",3.12220094498554
NA,NA,"GO:0002894","positive regulation of type II hypersensitivity","3/97","13/15173",6.91508713399266e-05,0.000754742932645937,0.000582712380500254,"14972/14964/15040",3,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","positive regulation of type II hypersensitivity [GO_BP]",3.12220094498554
NA,NA,"GO:1900225","regulation of NLRP3 inflammasome complex assembly","4/97","35/15173",7.05889579807705e-05,0.000766340761908259,0.000591666685874655,"20128/229898/15944/19106",4,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of NLRP3 inflammasome complex assembly [GO_BP]",3.11557807356766
NA,NA,"GO:0070665","positive regulation of leukocyte proliferation","7/97","161/15173",7.67053394010045e-05,0.000828336495859524,0.000639531568272368,"19264/14972/16149/14964/15944/60533/15040",7,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","positive regulation of leukocyte proliferation [GO_BP]",3.08179320354361
NA,NA,"GO:0002704","negative regulation of leukocyte mediated immunity","5/97","69/15173",7.82675189519705e-05,0.000840757927268272,0.000649121749978392,"19264/14972/14964/21354/15040",5,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","negative regulation of leukocyte mediated immunity [GO_BP]",3.07532902915441
NA,NA,"GO:0002729","positive regulation of natural killer cell cytokine production","3/97","14/15173",8.76022525204552e-05,0.000932422922772362,0.000719893300698948,"14972/14964/15040",3,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","positive regulation of natural killer cell cytokine production [GO_BP]",3.03038705828405
NA,NA,"GO:0032816","positive regulation of natural killer cell activation","4/97","37/15173",8.81713003895472e-05,0.000932422922772362,0.000719893300698948,"14972/14964/16362/15040",4,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","positive regulation of natural killer cell activation [GO_BP]",3.03038705828405
NA,NA,"GO:0044546","NLRP3 inflammasome complex assembly","4/97","37/15173",8.81713003895472e-05,0.000932422922772362,0.000719893300698948,"20128/229898/15944/19106",4,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","NLRP3 inflammasome complex assembly [GO_BP]",3.03038705828405
NA,NA,"GO:0042098","T cell proliferation","8/97","223/15173",9.02967292053708e-05,0.000949977444887432,0.000733446574174932,"19264/14972/14964/16362/15944/60533/14960/15040",8,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","T cell proliferation [GO_BP]",3.02228670595032
NA,NA,"GO:0002456","T cell mediated immunity","6/97","115/15173",9.37770825251998e-05,0.000981533463763758,0.000757809946236027,"19264/14972/14964/12010/15040/329260",6,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","T cell mediated immunity [GO_BP]",3.00809488925786
NA,NA,"GO:0060338","regulation of type I interferon-mediated signaling pathway","4/97","38/15173",9.80635295894319e-05,0.00101932718641438,0.000786989245757927,"434341/56045/20847/54123",4,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of type I interferon-mediated signaling pathway [GO_BP]",2.9916863925914
NA,NA,"GO:0002718","regulation of cytokine production involved in immune response","6/97","116/15173",9.83867984927161e-05,0.00101932718641438,0.000786989245757927,"14972/16149/14964/12010/15040/329260",6,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of cytokine production involved in immune response [GO_BP]",2.9916863925914
NA,NA,"GO:0007249","canonical NF-kappaB signal transduction","8/97","226/15173",9.90940734679736e-05,0.00102146971690977,0.00078864342361274,"20846/20128/16149/229900/78781/16362/15944/209387",8,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","canonical NF-kappaB signal transduction [GO_BP]",2.99077450418957
NA,NA,"GO:0032481","positive regulation of type I interferon production","5/97","73/15173",0.000102518974782088,0.00105146345492584,0.000811800609620659,"20846/78781/16362/71586/54123",5,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","positive regulation of type I interferon production [GO_BP]",2.97820581722384
NA,NA,"GO:0140632","canonical inflammasome complex assembly","4/97","39/15173",0.000108737669268959,0.00109048807849647,0.000841930247561424,"20128/229898/15944/19106",4,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","canonical inflammasome complex assembly [GO_BP]",2.96237907788124
NA,NA,"GO:0002370","natural killer cell cytokine production","3/97","15/15173",0.000108995378742421,0.00109048807849647,0.000841930247561424,"14972/14964/15040",3,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","natural killer cell cytokine production [GO_BP]",2.96237907788124
NA,NA,"GO:0002727","regulation of natural killer cell cytokine production","3/97","15/15173",0.000108995378742421,0.00109048807849647,0.000841930247561424,"14972/14964/15040",3,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of natural killer cell cytokine production [GO_BP]",2.96237907788124
NA,NA,"GO:0002885","positive regulation of hypersensitivity","3/97","15/15173",0.000108995378742421,0.00109048807849647,0.000841930247561424,"14972/14964/15040",3,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","positive regulation of hypersensitivity [GO_BP]",2.96237907788124
NA,NA,"GO:1902033","regulation of hematopoietic stem cell proliferation","3/97","15/15173",0.000108995378742421,0.00109048807849647,0.000841930247561424,"18712/15944/19106",3,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of hematopoietic stem cell proliferation [GO_BP]",2.96237907788124
NA,NA,"GO:0046651","lymphocyte proliferation","9/97","296/15173",0.000115322577379339,0.00114816283137186,0.000886459041524367,"19264/14972/16149/14964/16362/15944/60533/14960/15040",9,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","lymphocyte proliferation [GO_BP]",2.93999651633565
NA,NA,"GO:0032680","regulation of tumor necrosis factor production","7/97","172/15173",0.000116070156199454,0.0011499960621509,0.000887874419164957,"20128/19264/14972/14964/16423/15040/71586",7,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of tumor necrosis factor production [GO_BP]",2.93930364676731
NA,NA,"GO:0045954","positive regulation of natural killer cell mediated cytotoxicity","4/97","40/15173",0.000120230260751476,0.00118545875455924,0.000915254006330836,"14972/14964/27007/15040",4,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","positive regulation of natural killer cell mediated cytotoxicity [GO_BP]",2.92611355174816
NA,NA,"GO:0002703","regulation of leukocyte mediated immunity","8/97","233/15173",0.00012241394921431,0.00120118687666541,0.000927397175980878,"19264/14972/14964/21354/12010/27007/15040/329260",8,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of leukocyte mediated immunity [GO_BP]",2.92038942124739
NA,NA,"GO:0042267","natural killer cell mediated cytotoxicity","5/97","77/15173",0.000132165806817272,0.00128550920484121,0.000992499692950974,"14972/14964/21354/27007/15040",5,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","natural killer cell mediated cytotoxicity [GO_BP]",2.89092480926038
NA,NA,"GO:0002486","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent","3/97","16/15173",0.000133526678797813,0.00128550920484121,0.000992499692950974,"14972/14964/15040",3,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent [GO_BP]",2.89092480926038
NA,NA,"GO:0002866","positive regulation of acute inflammatory response to antigenic stimulus","3/97","16/15173",0.000133526678797813,0.00128550920484121,0.000992499692950974,"14972/14964/15040",3,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","positive regulation of acute inflammatory response to antigenic stimulus [GO_BP]",2.89092480926038
NA,NA,"GO:2001187","positive regulation of CD8-positive, alpha-beta T cell activation","3/97","16/15173",0.000133526678797813,0.00128550920484121,0.000992499692950974,"14972/14964/15040",3,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","positive regulation of CD8-positive, alpha-beta T cell activation [GO_BP]",2.89092480926038
NA,NA,"GO:0032943","mononuclear cell proliferation","9/97","302/15173",0.000134209105804087,0.00128601307486451,0.000992888714547653,"19264/14972/16149/14964/16362/15944/60533/14960/15040",9,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","mononuclear cell proliferation [GO_BP]",2.89075461592763
NA,NA,"GO:0032640","tumor necrosis factor production","7/97","178/15173",0.000143649090299972,0.0013700364173002,0.00105776039438789,"20128/19264/14972/14964/16423/15040/71586",7,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","tumor necrosis factor production [GO_BP]",2.86326788859373
NA,NA,"GO:0002717","positive regulation of natural killer cell mediated immunity","4/97","42/15173",0.000145819364384119,0.00138426661724645,0.00106874706723636,"14972/14964/27007/15040",4,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","positive regulation of natural killer cell mediated immunity [GO_BP]",2.85878025435378
NA,NA,"GO:0002700","regulation of production of molecular mediator of immune response","7/97","179/15173",0.000148723371086053,0.00140529814993812,0.00108498482707515,"19264/14972/16149/14964/12010/15040/329260",7,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of production of molecular mediator of immune response [GO_BP]",2.8522315254841
NA,NA,"GO:0002228","natural killer cell mediated immunity","5/97","80/15173",0.000158401382046341,0.00148301477411277,0.00114498729562227,"14972/14964/21354/27007/15040",5,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","natural killer cell mediated immunity [GO_BP]",2.82885452241485
NA,NA,"GO:0046718","viral entry into host cell","5/97","80/15173",0.000158401382046341,0.00148301477411277,0.00114498729562227,"20128/16149/66141/17069/209387",5,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","viral entry into host cell [GO_BP]",2.82885452241485
NA,NA,"GO:0002476","antigen processing and presentation of endogenous peptide antigen via MHC class Ib","3/97","17/15173",0.000161388579304651,0.00149724586527633,0.00115597465655054,"14972/14964/15040",3,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","antigen processing and presentation of endogenous peptide antigen via MHC class Ib [GO_BP]",2.82470687756929
NA,NA,"GO:0002484","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway","3/97","17/15173",0.000161388579304651,0.00149724586527633,0.00115597465655054,"14972/14964/15040",3,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway [GO_BP]",2.82470687756929
NA,NA,"GO:0032728","positive regulation of interferon-beta production","4/97","44/15173",0.000175132478975193,0.00161739995288855,0.00124874170529109,"78781/16362/71586/54123",4,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","positive regulation of interferon-beta production [GO_BP]",2.79118257387548
NA,NA,"GO:0043122","regulation of canonical NF-kappaB signal transduction","7/97","186/15173",0.000188463777194303,0.00173267823988096,0.00133774430753851,"20846/20128/16149/229900/78781/15944/209387",7,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of canonical NF-kappaB signal transduction [GO_BP]",2.76128207872763
NA,NA,"GO:0002577","regulation of antigen processing and presentation","3/97","18/15173",0.000192769555254232,0.00175644045657986,0.00135609033935896,"16149/14190/14961",3,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of antigen processing and presentation [GO_BP]",2.75536656822727
NA,NA,"GO:0032819","positive regulation of natural killer cell proliferation","3/97","18/15173",0.000192769555254232,0.00175644045657986,0.00135609033935896,"14972/14964/15040",3,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","positive regulation of natural killer cell proliferation [GO_BP]",2.75536656822727
NA,NA,"GO:0044409","entry into host","5/97","84/15173",0.000199365990299362,0.00180847104978221,0.00139626146188606,"20128/16149/66141/17069/209387",5,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","entry into host [GO_BP]",2.74268843908399
NA,NA,"GO:0030593","neutrophil chemotaxis","5/97","85/15173",0.000210763815071251,0.00190340241840895,0.00146955487266727,"227541/16149/20293/15945/17329",5,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","neutrophil chemotaxis [GO_BP]",2.720469383222
NA,NA,"GO:0002367","cytokine production involved in immune response","6/97","135/15173",0.000225987799930516,0.00203078769196954,0.00156790488402403,"14972/16149/14964/12010/15040/329260",6,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","cytokine production involved in immune response [GO_BP]",2.69233547739561
NA,NA,"GO:0002883","regulation of hypersensitivity","3/97","19/15173",0.000227854180039698,0.00203078769196954,0.00156790488402403,"14972/14964/15040",3,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of hypersensitivity [GO_BP]",2.69233547739561
NA,NA,"GO:0032817","regulation of natural killer cell proliferation","3/97","19/15173",0.000227854180039698,0.00203078769196954,0.00156790488402403,"14972/14964/15040",3,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of natural killer cell proliferation [GO_BP]",2.69233547739561
NA,NA,"GO:0002863","positive regulation of inflammatory response to antigenic stimulus","3/97","20/15173",0.000266823174970616,0.00235689704476187,0.00181968326981538,"14972/14964/15040",3,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","positive regulation of inflammatory response to antigenic stimulus [GO_BP]",2.62765938814533
NA,NA,"GO:0060339","negative regulation of type I interferon-mediated signaling pathway","3/97","20/15173",0.000266823174970616,0.00235689704476187,0.00181968326981538,"434341/56045/20847",3,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","negative regulation of type I interferon-mediated signaling pathway [GO_BP]",2.62765938814533
NA,NA,"GO:0002520","immune system development","7/97","197/15173",0.00026790794433354,0.00235689704476187,0.00181968326981538,"56045/19264/14972/14964/60533/15040/209086",7,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","immune system development [GO_BP]",2.62765938814533
NA,NA,"GO:0002524","hypersensitivity","3/97","21/15173",0.000309853458278261,0.00271420990706408,0.00209555286669328,"14972/14964/15040",3,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","hypersensitivity [GO_BP]",2.56635656863114
NA,NA,"GO:0002864","regulation of acute inflammatory response to antigenic stimulus","3/97","22/15173",0.000357118193616231,0.00311486424431935,0.0024048850015452,"14972/14964/15040",3,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of acute inflammatory response to antigenic stimulus [GO_BP]",2.50656087652576
